NUMBER	CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX
100	OVERALL	5000	no.imputation	THL	84	7.6	76.4	91.6	84	80.2	87.8	76.4	91.6
100	OVERALL	6000	no.imputation	THL	84.5	6.3	78.2	90.8	84.5	81.35	87.65	78.2	90.8
100	OVERALL	7000	no.imputation	THL	85.5	6.3	79.2	91.8	85.5	82.35	88.65	79.2	91.8
100	OVERALL	8000	no.imputation	THL	85.56	6	79.56	91.56	85.56	82.56	88.56	79.56	91.56
100	OVERALL	9000	no.imputation	THL	85.3	6.1	79.2	91.4	85.3	82.25	88.35	79.2	91.4
100	OVERALL	10156	no.imputation	THL	85.8	7.2	78.6	93	85.8	82.2	89.4	78.6	93
100	NOR	100	no.imputation	THL	61.4	1.46	54	68	61	58.5	65.5	59.94	62.86
100	NOR	200	no.imputation	THL	63.4	2	52	70	64	60	69.5	61.4	65.4
100	NOR	500	no.imputation	THL	68.6	2.05	60	78	69	64	73.5	66.55	70.65
100	NOR	1000	no.imputation	THL	73	1.72	66	82	74	68.5	76	71.28	74.72
100	NOR	2000	no.imputation	THL	76.2	1.92	68	86	75	72.5	78	74.28	78.12
100	NOR	3000	no.imputation	THL	76.4	1.48	68	84	76	74	80	74.92	77.88
100	NOR	4000	no.imputation	THL	79.8	1.17	74	86	79	78	82	78.63	80.97
100	NOR	5000	no.imputation	THL	80.4	1.22	72	84	81	80	83.5	79.18	81.62
100	NOR	6000	no.imputation	THL	80.6	1.03	74	84	81	78.5	83.5	79.57	81.63
100	NOR	7000	no.imputation	THL	82.2	0.96	76	86	83	82	84	81.24	83.16
100	NOR	8000	no.imputation	THL	84	0.6	80	86	84	84	85.5	83.4	84.6
100	NOR	9000	no.imputation	THL	84	1.33	76	88	85	82.5	87.5	82.67	85.33
100	NOR	10156	no.imputation	THL	83.8	1.13	76	88	85	82.5	86	82.67	84.93
100	SOU	100	no.imputation	THL	68	1.33	62	74	68	65	71.5	66.67	69.33
100	SOU	200	no.imputation	THL	70.4	1.71	58	78	71	68.5	72	68.69	72.11
100	SOU	500	no.imputation	THL	76.6	1.63	64	84	78	76	78	74.97	78.23
100	SOU	1000	no.imputation	THL	81.4	1.86	72	90	82	76.5	85.5	79.54	83.26
100	SOU	2000	no.imputation	THL	85.6	1.57	78	92	86	82	89.5	84.03	87.17
100	SOU	3000	no.imputation	THL	87.8	1.41	82	96	87	84.5	89.5	86.39	89.21
100	SOU	4000	no.imputation	THL	90	0.73	88	94	90	88	90	89.27	90.73
100	SOU	5000	no.imputation	THL	90.6	1.08	84	94	91	90	93.5	89.52	91.68
100	SOU	6000	no.imputation	THL	91	1.16	86	96	91	88.5	93.5	89.84	92.16
100	SOU	7000	no.imputation	THL	91.2	1.04	86	96	92	90	93.5	90.16	92.24
100	SOU	8000	no.imputation	THL	91.6	1.11	86	96	93	90	94	90.49	92.71
100	SOU	9000	no.imputation	THL	91.8	0.81	88	96	91	90	94	90.99	92.61
100	SOU	10156	no.imputation	THL	91.4	0.85	86	94	92	90.5	93.5	90.55	92.25
100	OVERALL	100	no.imputation	THL	64.7	3.3	61.4	68	64.7	63.05	66.35	61.4	68
100	OVERALL	200	no.imputation	THL	66.9	3.5	63.4	70.4	66.9	65.15	68.65	63.4	70.4
100	OVERALL	500	no.imputation	THL	72.6	4	68.6	76.6	72.6	70.6	74.6	68.6	76.6
100	OVERALL	1000	no.imputation	THL	77.2	4.2	73	81.4	77.2	75.1	79.3	73	81.4
100	OVERALL	2000	no.imputation	THL	80.9	4.7	76.2	85.6	80.9	78.55	83.25	76.2	85.6
100	OVERALL	3000	no.imputation	THL	82.1	5.7	76.4	87.8	82.1	79.25	84.95	76.4	87.8
100	OVERALL	4000	no.imputation	THL	84.9	5.1	79.8	90	84.9	82.35	87.45	79.8	90
100	OVERALL	5000	no.imputation	THL	85.5	5.1	80.4	90.6	85.5	82.95	88.05	80.4	90.6
100	OVERALL	6000	no.imputation	THL	85.8	5.2	80.6	91	85.8	83.2	88.4	80.6	91
100	OVERALL	7000	no.imputation	THL	86.7	4.5	82.2	91.2	86.7	84.45	88.95	82.2	91.2
100	OVERALL	8000	no.imputation	THL	87.8	3.8	84	91.6	87.8	85.9	89.7	84	91.6
100	OVERALL	9000	no.imputation	THL	87.9	3.9	84	91.8	87.9	85.95	89.85	84	91.8
100	OVERALL	10156	no.imputation	THL	87.6	3.8	83.8	91.4	87.6	85.7	89.5	83.8	91.4
100	NOR	100	no.imputation	THL	68.6	1.12	64	74	68	66	71	67.48	69.72
100	NOR	200	no.imputation	THL	68.6	1.46	60	74	69	66	72	67.14	70.06
100	NOR	500	no.imputation	THL	70	2.29	62	86	69	65	72	67.71	72.29
100	NOR	1000	no.imputation	THL	69.78	1.43	66	78	68	68	70	68.35	71.21
100	NOR	2000	no.imputation	THL	72.67	1	68	76	74	72	74	71.67	73.67
100	NOR	3000	no.imputation	THL	74.8	1	68	80	76	74	76	73.8	75.8
100	NOR	4000	no.imputation	THL	76.2	1.56	68	80	79	71.5	80	74.64	77.76
100	NOR	5000	no.imputation	THL	75.6	1.36	70	84	74	72.5	78	74.24	76.96
100	NOR	6000	no.imputation	THL	75.6	1.15	70	82	75	74	77.5	74.45	76.75
100	NOR	7000	no.imputation	THL	76.2	1.28	72	84	74	74	79.5	74.92	77.48
100	NOR	8000	no.imputation	THL	76.8	1.08	72	84	76	74.5	78	75.72	77.88
100	NOR	9000	no.imputation	THL	77	1.31	70	82	77	74.5	80	75.69	78.31
100	NOR	10156	no.imputation	THL	77.6	1.19	70	82	78	76	80	76.41	78.79
100	SOU	100	no.imputation	THL	71.4	1.58	62	76	74	68	75.5	69.82	72.98
100	SOU	200	no.imputation	THL	71.6	1.51	64	80	72	68.5	74	70.09	73.11
100	SOU	500	no.imputation	THL	77.8	1.28	70	86	78	76	79.5	76.52	79.08
100	SOU	1000	no.imputation	THL	81.56	2.1	74	94	80	78	84	79.46	83.66
100	SOU	2000	no.imputation	THL	85.56	1.79	76	92	88	82	90	83.77	87.35
100	SOU	3000	no.imputation	THL	89.6	1.57	82	96	91	86.5	93.5	88.03	91.17
100	SOU	4000	no.imputation	THL	93	1.04	88	98	93	92	95.5	91.96	94.04
100	SOU	5000	no.imputation	THL	93.2	1.2	88	100	93	90	96	92	94.4
100	SOU	6000	no.imputation	THL	94	0.84	88	98	94	94	95.5	93.16	94.84
100	SOU	7000	no.imputation	THL	94.6	0.85	88	98	95	94	96	93.75	95.45
100	SOU	8000	no.imputation	THL	93	0.75	88	96	93	92	94	92.25	93.75
100	SOU	9000	no.imputation	THL	91.8	1.05	86	98	92	90.5	93.5	90.75	92.85
100	SOU	10156	no.imputation	THL	92.2	0.92	88	98	92	90.5	92	91.28	93.12
100	OVERALL	100	no.imputation	THL	70	1.4	68.6	71.4	70	69.3	70.7	68.6	71.4
100	OVERALL	200	no.imputation	THL	70.1	1.5	68.6	71.6	70.1	69.35	70.85	68.6	71.6
100	OVERALL	500	no.imputation	THL	73.9	3.9	70	77.8	73.9	71.95	75.85	70	77.8
100	OVERALL	1000	no.imputation	THL	75.67	5.89	69.78	81.56	75.67	72.72	78.62	69.78	81.56
100	OVERALL	2000	no.imputation	THL	79.12	6.45	72.67	85.56	79.12	75.89	82.34	72.67	85.57
100	OVERALL	3000	no.imputation	THL	82.2	7.4	74.8	89.6	82.2	78.5	85.9	74.8	89.6
100	OVERALL	4000	no.imputation	THL	84.6	8.4	76.2	93	84.6	80.4	88.8	76.2	93
100	OVERALL	5000	no.imputation	THL	84.4	8.8	75.6	93.2	84.4	80	88.8	75.6	93.2
100	OVERALL	6000	no.imputation	THL	84.8	9.2	75.6	94	84.8	80.2	89.4	75.6	94
100	OVERALL	7000	no.imputation	THL	85.4	9.2	76.2	94.6	85.4	80.8	90	76.2	94.6
100	OVERALL	8000	no.imputation	THL	84.9	8.1	76.8	93	84.9	80.85	88.95	76.8	93
100	OVERALL	9000	no.imputation	THL	84.4	7.4	77	91.8	84.4	80.7	88.1	77	91.8
100	OVERALL	10156	no.imputation	THL	84.9	7.3	77.6	92.2	84.9	81.25	88.55	77.6	92.2
100	NOR	100	no.imputation	THL	58	1.52	52	66	57	54.5	59.5	56.48	59.52
100	NOR	200	no.imputation	THL	62	1.84	52	70	64	58.5	66	60.16	63.84
100	NOR	500	no.imputation	THL	67	2.13	58	78	64	62.5	72.5	64.87	69.13
100	NOR	1000	no.imputation	THL	69.6	1.19	64	76	70	66.5	71.5	68.41	70.79
100	NOR	2000	no.imputation	THL	70.6	1.69	62	80	70	68	74.5	68.91	72.29
100	NOR	3000	no.imputation	THL	72.4	1.78	66	84	71	68	75.5	70.62	74.18
100	NOR	4000	no.imputation	THL	73.8	1.62	62	80	74	72.5	77.5	72.18	75.42
100	NOR	5000	no.imputation	THL	75	1.47	66	82	74	72.5	78	73.53	76.47
100	NOR	6000	no.imputation	THL	73.6	1.26	68	82	74	70.5	75.5	72.34	74.86
100	NOR	7000	no.imputation	THL	73.8	0.96	68	78	74	72.5	76	72.84	74.76
100	NOR	8000	no.imputation	THL	73.4	1.12	68	78	74	72	75.5	72.28	74.52
100	NOR	9000	no.imputation	THL	74.8	1.16	68	78	76	72.5	78	73.64	75.96
100	NOR	10156	no.imputation	THL	77.2	1.12	70	80	78	76.5	80	76.08	78.32
100	SOU	100	no.imputation	THL	66.8	2.27	54	78	68	64	70	64.53	69.07
100	SOU	200	no.imputation	THL	71	1.96	64	84	70	66.5	74	69.04	72.96
100	SOU	500	no.imputation	THL	77.2	1.5	68	86	77	76	78	75.7	78.7
100	SOU	1000	no.imputation	THL	81.6	1.48	72	86	84	79	84	80.12	83.08
100	SOU	2000	no.imputation	THL	83.8	1.38	76	90	85	82	86	82.42	85.18
100	SOU	3000	no.imputation	THL	83.6	0.93	78	88	84	82.5	85.5	82.67	84.53
100	SOU	4000	no.imputation	THL	83.4	0.95	78	90	84	82	84	82.45	84.35
100	SOU	5000	no.imputation	THL	82.6	0.95	78	88	82	80.5	84	81.65	83.55
100	SOU	6000	no.imputation	THL	83	0.91	78	88	83	82	84	82.09	83.91
100	SOU	7000	no.imputation	THL	80.2	1.5	76	92	80	76.5	81.5	78.7	81.7
100	SOU	8000	no.imputation	THL	83.2	1.47	78	94	82	80	85.5	81.73	84.67
100	SOU	9000	no.imputation	THL	83	1.24	78	88	83	80	86	81.76	84.24
100	SOU	10156	no.imputation	THL	83	1	76	86	84	82	85.5	82	84
100	OVERALL	100	no.imputation	THL	62.4	4.4	58	66.8	62.4	60.2	64.6	58	66.8
100	OVERALL	200	no.imputation	THL	66.5	4.5	62	71	66.5	64.25	68.75	62	71
100	OVERALL	500	no.imputation	THL	72.1	5.1	67	77.2	72.1	69.55	74.65	67	77.2
100	OVERALL	1000	no.imputation	THL	75.6	6	69.6	81.6	75.6	72.6	78.6	69.6	81.6
100	OVERALL	2000	no.imputation	THL	77.2	6.6	70.6	83.8	77.2	73.9	80.5	70.6	83.8
100	OVERALL	3000	no.imputation	THL	78	5.6	72.4	83.6	78	75.2	80.8	72.4	83.6
100	OVERALL	4000	no.imputation	THL	78.6	4.8	73.8	83.4	78.6	76.2	81	73.8	83.4
100	OVERALL	5000	no.imputation	THL	78.8	3.8	75	82.6	78.8	76.9	80.7	75	82.6
100	OVERALL	6000	no.imputation	THL	78.3	4.7	73.6	83	78.3	75.95	80.65	73.6	83
100	OVERALL	7000	no.imputation	THL	77	3.2	73.8	80.2	77	75.4	78.6	73.8	80.2
100	OVERALL	8000	no.imputation	THL	78.3	4.9	73.4	83.2	78.3	75.85	80.75	73.4	83.2
100	OVERALL	9000	no.imputation	THL	78.9	4.1	74.8	83	78.9	76.85	80.95	74.8	83
100	OVERALL	10156	no.imputation	THL	80.1	2.9	77.2	83	80.1	78.65	81.55	77.2	83
100	NOR	100	no.imputation	THL	58.4	1.6	52	68	59	54.5	61.5	56.8	60
100	NOR	200	no.imputation	THL	65.6	1.33	60	72	66	62.5	69	64.27	66.93
100	NOR	500	no.imputation	THL	70	2.13	58	80	70	68	73.5	67.87	72.13
100	NOR	1000	no.imputation	THL	71.8	1.13	66	76	72	70.5	74	70.67	72.93
100	NOR	2000	no.imputation	THL	76.2	1.28	70	80	77	74	80	74.92	77.48
100	NOR	3000	no.imputation	THL	80.8	1.16	76	86	80	78	83.5	79.64	81.96
100	NOR	4000	no.imputation	THL	82	1.55	72	88	83	80.5	85.5	80.45	83.55
100	NOR	5000	no.imputation	THL	83.4	1.12	78	90	84	80.5	85.5	82.28	84.52
100	NOR	6000	no.imputation	THL	84.2	1.28	78	92	84	82	86	82.92	85.48
100	NOR	7000	no.imputation	THL	85.8	1.05	80	90	86	84	88	84.75	86.85
100	NOR	8000	no.imputation	THL	85.6	1.26	80	92	87	82.5	88	84.34	86.86
100	NOR	9000	no.imputation	THL	86.8	1.04	82	92	86	84.5	88	85.76	87.84
100	NOR	10156	no.imputation	THL	86	1.03	82	92	86	84	87.5	84.97	87.03
100	SOU	100	no.imputation	THL	65	2.01	56	74	64	60.5	71	62.99	67.01
100	SOU	200	no.imputation	THL	65.8	1.65	56	76	66	64	67.5	64.15	67.45
100	SOU	500	no.imputation	THL	74.4	1.51	66	82	74	72	77.5	72.89	75.91
100	SOU	1000	no.imputation	THL	77	2.11	68	88	75	72.5	83	74.89	79.11
100	SOU	2000	no.imputation	THL	82.6	1.49	76	90	83	79	86	81.11	84.09
100	SOU	3000	no.imputation	THL	86	1.79	78	98	86	82.5	88	84.21	87.79
100	SOU	4000	no.imputation	THL	88.6	1.43	84	100	88	86.5	89.5	87.17	90.03
100	SOU	5000	no.imputation	THL	89	1.8	80	98	90	87	91.5	87.2	90.8
100	SOU	6000	no.imputation	THL	90.2	1.87	82	100	90	86.5	94	88.33	92.07
100	SOU	7000	no.imputation	THL	91.4	1.49	84	98	92	88	95.5	89.91	92.89
100	SOU	8000	no.imputation	THL	91.6	1.57	84	100	93	88	94	90.03	93.17
100	SOU	9000	no.imputation	THL	92.6	1.19	86	98	93	90.5	95.5	91.41	93.79
100	SOU	10156	no.imputation	THL	93	1.2	88	100	93	90.5	95.5	91.8	94.2
100	OVERALL	100	no.imputation	THL	61.7	3.3	58.4	65	61.7	60.05	63.35	58.4	65
100	OVERALL	200	no.imputation	THL	65.7	0.1	65.6	65.8	65.7	65.65	65.75	65.6	65.8
100	OVERALL	500	no.imputation	THL	72.2	2.2	70	74.4	72.2	71.1	73.3	70	74.4
100	OVERALL	1000	no.imputation	THL	74.4	2.6	71.8	77	74.4	73.1	75.7	71.8	77
100	OVERALL	2000	no.imputation	THL	79.4	3.2	76.2	82.6	79.4	77.8	81	76.2	82.6
100	OVERALL	3000	no.imputation	THL	83.4	2.6	80.8	86	83.4	82.1	84.7	80.8	86
100	OVERALL	4000	no.imputation	THL	85.3	3.3	82	88.6	85.3	83.65	86.95	82	88.6
100	OVERALL	5000	no.imputation	THL	86.2	2.8	83.4	89	86.2	84.8	87.6	83.4	89
100	OVERALL	6000	no.imputation	THL	87.2	3	84.2	90.2	87.2	85.7	88.7	84.2	90.2
100	OVERALL	7000	no.imputation	THL	88.6	2.8	85.8	91.4	88.6	87.2	90	85.8	91.4
100	OVERALL	8000	no.imputation	THL	88.6	3	85.6	91.6	88.6	87.1	90.1	85.6	91.6
100	OVERALL	9000	no.imputation	THL	89.7	2.9	86.8	92.6	89.7	88.25	91.15	86.8	92.6
100	OVERALL	10156	no.imputation	THL	89.5	3.5	86	93	89.5	87.75	91.25	86	93
100	NOR	100	no.imputation	THL	63.2	2.13	52	72	64	59	68	61.07	65.33
100	NOR	200	no.imputation	THL	64.25	2.05	56	70	66	60.5	68.5	62.2	66.3
100	NOR	500	no.imputation	THL	68.6	1.4	60	74	70	68	71.5	67.2	70
100	NOR	1000	no.imputation	THL	71.4	2.07	64	84	70	67	73.5	69.33	73.47
100	NOR	2000	no.imputation	THL	75.14	2.09	68	84	74	72	78	73.05	77.23
100	NOR	3000	no.imputation	THL	77	1.13	70	80	78	74.5	80	75.87	78.13
100	NOR	4000	no.imputation	THL	78.2	1.21	72	84	78	78	80	76.99	79.41
100	NOR	5000	no.imputation	THL	80.8	1.44	76	90	80	78	82	79.36	82.24
100	NOR	6000	no.imputation	THL	82.22	1.47	76	88	80	80	86	80.75	83.69
100	NOR	7000	no.imputation	THL	81.2	1.87	74	88	80	76.5	87.5	79.33	83.07
100	NOR	8000	no.imputation	THL	82.4	1.76	74	90	84	78	86	80.64	84.16
100	NOR	9000	no.imputation	THL	84.2	1.38	76	92	84	82	86	82.82	85.58
100	NOR	10156	no.imputation	THL	84.4	1.36	76	92	84	82.5	87	83.04	85.76
100	SOU	100	no.imputation	THL	67.8	2.2	56	76	68	64.5	74	65.6	70
100	SOU	200	no.imputation	THL	71.25	3.52	50	80	74	70	77	67.73	74.77
100	SOU	500	no.imputation	THL	80.2	2.36	68	88	82	75	86	77.84	82.56
100	SOU	1000	no.imputation	THL	84.8	2.31	68	94	86	84	89.5	82.49	87.11
100	SOU	2000	no.imputation	THL	87.71	1.82	80	96	88	86	89	85.89	89.53
100	SOU	3000	no.imputation	THL	88	1.66	78	94	89	85	91.5	86.34	89.66
100	SOU	4000	no.imputation	THL	90.2	1.7	82	100	89	86.5	93.5	88.5	91.9
100	SOU	5000	no.imputation	THL	91	1.09	88	98	90	88.5	91.5	89.91	92.09
100	SOU	6000	no.imputation	THL	90.89	0.95	84	94	92	90	92	89.94	91.84
100	SOU	7000	no.imputation	THL	92.2	0.96	88	98	92	90	93.5	91.24	93.16
100	SOU	8000	no.imputation	THL	92.2	0.96	86	96	92	90.5	94	91.24	93.16
100	SOU	9000	no.imputation	THL	92.6	1.08	88	98	92	90.5	95.5	91.52	93.68
100	SOU	10156	no.imputation	THL	93.4	0.85	90	98	93	92	95.5	92.55	94.25
100	OVERALL	100	no.imputation	THL	65.5	2.3	63.2	67.8	65.5	64.35	66.65	63.2	67.8
100	OVERALL	200	no.imputation	THL	67.75	3.5	64.25	71.25	67.75	66	69.5	64.25	71.25
100	OVERALL	500	no.imputation	THL	74.4	5.8	68.6	80.2	74.4	71.5	77.3	68.6	80.2
100	OVERALL	1000	no.imputation	THL	78.1	6.7	71.4	84.8	78.1	74.75	81.45	71.4	84.8
100	OVERALL	2000	no.imputation	THL	81.42	6.28	75.14	87.71	81.42	78.28	84.57	75.14	87.7
100	OVERALL	3000	no.imputation	THL	82.5	5.5	77	88	82.5	79.75	85.25	77	88
100	OVERALL	4000	no.imputation	THL	84.2	6	78.2	90.2	84.2	81.2	87.2	78.2	90.2
100	OVERALL	5000	no.imputation	THL	85.9	5.1	80.8	91	85.9	83.35	88.45	80.8	91
100	OVERALL	6000	no.imputation	THL	86.56	4.34	82.22	90.89	86.56	84.39	88.72	82.22	90.9
100	OVERALL	7000	no.imputation	THL	86.7	5.5	81.2	92.2	86.7	83.95	89.45	81.2	92.2
100	OVERALL	8000	no.imputation	THL	87.3	4.9	82.4	92.2	87.3	84.85	89.75	82.4	92.2
100	OVERALL	9000	no.imputation	THL	88.4	4.2	84.2	92.6	88.4	86.3	90.5	84.2	92.6
100	OVERALL	10156	no.imputation	THL	88.9	4.5	84.4	93.4	88.9	86.65	91.15	84.4	93.4
100	NOR	100	no.imputation	THL	58	1.91	52	72	57	54	60	56.09	59.91
100	NOR	200	no.imputation	THL	58	1.26	52	64	58	54.5	61.5	56.74	59.26
100	NOR	500	no.imputation	THL	63.4	1.23	58	70	64	60	65.5	62.17	64.63
100	NOR	1000	no.imputation	THL	67.4	1.03	62	72	67	66	69.5	66.37	68.43
100	NOR	2000	no.imputation	THL	71.71	1.11	68	76	70	70	74	70.6	72.82
100	NOR	3000	no.imputation	THL	74.29	1.19	70	78	76	72	76	73.1	75.48
100	NOR	4000	no.imputation	THL	76	1.15	70	82	75	74	79	74.85	77.15
100	NOR	5000	no.imputation	THL	79.8	1.41	74	88	79	76.5	81.5	78.39	81.21
100	NOR	6000	no.imputation	THL	82.86	2.54	74	92	84	78	87	80.32	85.4
100	NOR	7000	no.imputation	THL	79.8	1.53	74	90	79	76	82	78.27	81.33
100	NOR	8000	no.imputation	THL	80.6	1.69	70	90	81	78.5	83.5	78.91	82.29
100	NOR	9000	no.imputation	THL	82	1.37	74	88	82	80	84	80.63	83.37
100	NOR	10156	no.imputation	THL	77.6	1.07	72	82	78	75	79.5	76.53	78.67
100	SOU	100	no.imputation	THL	64.2	1.65	56	72	65	60.5	67.5	62.55	65.85
100	SOU	200	no.imputation	THL	67	1.16	64	74	66	64	69	65.84	68.16
100	SOU	500	no.imputation	THL	71	1.47	64	78	72	68.5	73.5	69.53	72.47
100	SOU	1000	no.imputation	THL	77.6	1.71	68	86	78	74.5	80	75.89	79.31
100	SOU	2000	no.imputation	THL	83.71	1.41	78	88	86	81	86	82.3	85.12
100	SOU	3000	no.imputation	THL	86.29	1.87	78	92	86	84	90	84.42	88.16
100	SOU	4000	no.imputation	THL	89.2	0.9	84	92	89	88	92	88.3	90.1
100	SOU	5000	no.imputation	THL	91.4	0.52	90	94	91	90	92	90.88	91.92
100	SOU	6000	no.imputation	THL	94.29	0.81	92	98	94	93	95	93.48	95.1
100	SOU	7000	no.imputation	THL	93.4	0.9	90	98	92	92	96	92.5	94.3
100	SOU	8000	no.imputation	THL	93.8	0.63	90	96	94	92.5	95.5	93.17	94.43
100	SOU	9000	no.imputation	THL	95.6	0.88	90	100	96	94	97.5	94.72	96.48
100	SOU	10156	no.imputation	THL	96.4	0.72	92	100	96	96	98	95.68	97.12
100	OVERALL	100	no.imputation	THL	61.1	3.1	58	64.2	61.1	59.55	62.65	58	64.2
100	OVERALL	200	no.imputation	THL	62.5	4.5	58	67	62.5	60.25	64.75	58	67
100	OVERALL	500	no.imputation	THL	67.2	3.8	63.4	71	67.2	65.3	69.1	63.4	71
100	OVERALL	1000	no.imputation	THL	72.5	5.1	67.4	77.6	72.5	69.95	75.05	67.4	77.6
100	OVERALL	2000	no.imputation	THL	77.71	6	71.71	83.71	77.71	74.71	80.71	71.71	83.71
100	OVERALL	3000	no.imputation	THL	80.29	6	74.29	86.29	80.29	77.29	83.29	74.29	86.29
100	OVERALL	4000	no.imputation	THL	82.6	6.6	76	89.2	82.6	79.3	85.9	76	89.2
100	OVERALL	5000	no.imputation	THL	85.6	5.8	79.8	91.4	85.6	82.7	88.5	79.8	91.4
100	OVERALL	6000	no.imputation	THL	88.58	5.72	82.86	94.29	88.58	85.72	91.43	82.86	94.3
100	OVERALL	7000	no.imputation	THL	86.6	6.8	79.8	93.4	86.6	83.2	90	79.8	93.4
100	OVERALL	8000	no.imputation	THL	87.2	6.6	80.6	93.8	87.2	83.9	90.5	80.6	93.8
100	OVERALL	9000	no.imputation	THL	88.8	6.8	82	95.6	88.8	85.4	92.2	82	95.6
100	OVERALL	10156	no.imputation	THL	87	9.4	77.6	96.4	87	82.3	91.7	77.6	96.4
100	NOR	100	no.imputation	THL	61.2	1.53	54	68	59	58	66	59.67	62.73
100	NOR	200	no.imputation	THL	62.8	1.77	56	70	63	58	67.5	61.03	64.57
100	NOR	500	no.imputation	THL	67	1.58	60	76	68	62.5	69.5	65.42	68.58
100	NOR	1000	no.imputation	THL	68.8	1.5	62	76	70	66	71.5	67.3	70.3
100	NOR	2000	no.imputation	THL	72	1.45	64	78	74	70	74	70.55	73.45
100	NOR	3000	no.imputation	THL	72.6	2.05	60	84	73	70.5	76	70.55	74.65
100	NOR	4000	no.imputation	THL	74.8	1.4	66	80	75	72	78	73.4	76.2
100	NOR	5000	no.imputation	THL	76.6	1.3	72	82	78	72	80	75.3	77.9
100	NOR	6000	no.imputation	THL	78.6	1.79	70	86	78	74.5	84	76.81	80.39
100	NOR	7000	no.imputation	THL	79.8	1.44	72	88	81	78	82	78.36	81.24
100	NOR	8000	no.imputation	THL	82	1.3	74	90	82	80	84	80.7	83.3
100	NOR	9000	no.imputation	THL	80.6	1.12	76	88	80	80	81.5	79.48	81.72
100	NOR	10156	no.imputation	THL	79	1.04	74	84	80	76	81.5	77.96	80.04
100	SOU	100	no.imputation	THL	66.6	1.33	60	74	66	64.5	68	65.27	67.93
100	SOU	200	no.imputation	THL	70	1.61	64	82	69	66.5	72	68.39	71.61
100	SOU	500	no.imputation	THL	77.4	1.49	68	82	78	75	81.5	75.91	78.89
100	SOU	1000	no.imputation	THL	81.4	1.37	72	86	82	80	85	80.03	82.77
100	SOU	2000	no.imputation	THL	85.78	0.91	82	92	86	84	86	84.87	86.69
100	SOU	3000	no.imputation	THL	84.6	1.27	78	90	86	82	86	83.33	85.87
100	SOU	4000	no.imputation	THL	86.2	1.41	80	96	86	84	87.5	84.79	87.61
100	SOU	5000	no.imputation	THL	87	1.47	80	96	88	84	89.5	85.53	88.47
100	SOU	6000	no.imputation	THL	88	1.3	82	94	88	84.5	91.5	86.7	89.3
100	SOU	7000	no.imputation	THL	90	0.79	84	92	90	90	92	89.21	90.79
100	SOU	8000	no.imputation	THL	90.2	0.96	86	94	91	88	92	89.24	91.16
100	SOU	9000	no.imputation	THL	91.4	0.73	88	96	91	90	92	90.67	92.13
100	SOU	10156	no.imputation	THL	91.4	0.67	88	94	92	90.5	92	90.73	92.07
100	OVERALL	100	no.imputation	THL	63.9	2.7	61.2	66.6	63.9	62.55	65.25	61.2	66.6
100	OVERALL	200	no.imputation	THL	66.4	3.6	62.8	70	66.4	64.6	68.2	62.8	70
100	OVERALL	500	no.imputation	THL	72.2	5.2	67	77.4	72.2	69.6	74.8	67	77.4
100	OVERALL	1000	no.imputation	THL	75.1	6.3	68.8	81.4	75.1	71.95	78.25	68.8	81.4
100	OVERALL	2000	no.imputation	THL	78.89	6.89	72	85.78	78.89	75.44	82.34	72	85.78
100	OVERALL	3000	no.imputation	THL	78.6	6	72.6	84.6	78.6	75.6	81.6	72.6	84.6
100	OVERALL	4000	no.imputation	THL	80.5	5.7	74.8	86.2	80.5	77.65	83.35	74.8	86.2
100	OVERALL	5000	no.imputation	THL	81.8	5.2	76.6	87	81.8	79.2	84.4	76.6	87
100	OVERALL	6000	no.imputation	THL	83.3	4.7	78.6	88	83.3	80.95	85.65	78.6	88
100	OVERALL	7000	no.imputation	THL	84.9	5.1	79.8	90	84.9	82.35	87.45	79.8	90
100	OVERALL	8000	no.imputation	THL	86.1	4.1	82	90.2	86.1	84.05	88.15	82	90.2
100	OVERALL	9000	no.imputation	THL	86	5.4	80.6	91.4	86	83.3	88.7	80.6	91.4
100	OVERALL	10156	no.imputation	THL	85.2	6.2	79	91.4	85.2	82.1	88.3	79	91.4
100	NOR	100	no.imputation	THL	61.25	1.81	52	70	62	59.5	62.5	59.44	63.06
100	NOR	200	no.imputation	THL	65.11	2.65	54	78	66	58	70	62.46	67.76
100	NOR	500	no.imputation	THL	71.6	1.94	64	74	74	72	74	69.66	73.54
100	NOR	1000	no.imputation	THL	75.11	1.67	68	82	74	72	80	73.44	76.78
100	NOR	2000	no.imputation	THL	78.4	2.36	66	88	80	72.5	84	76.04	80.76
100	NOR	3000	no.imputation	THL	79.2	1.87	68	88	80	75	83.5	77.33	81.07
100	NOR	4000	no.imputation	THL	78.89	2.06	70	88	76	76	82	76.83	80.95
100	NOR	5000	no.imputation	THL	82.8	1.47	76	90	82	80	86	81.33	84.27
100	NOR	6000	no.imputation	THL	82.6	1.84	74	92	81	78.5	87	80.76	84.44
100	NOR	7000	no.imputation	THL	83	1.98	72	94	82	80	87.5	81.02	84.98
100	NOR	8000	no.imputation	THL	83.78	1.58	78	92	84	80	86	82.2	85.36
100	NOR	9000	no.imputation	THL	84.2	1.87	76	94	84	79	88	82.33	86.07
100	NOR	10156	no.imputation	THL	84.4	1.39	76	90	85	82	88	83.01	85.79
