CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX	SUBSAMPLE
BOO	10156	no.imputation	THL	39.3	3.33	20	53	40	34.75	45.25	35.97	42.63	8
CCO	100	no.imputation	THL	16	2.89	0	27	13	13	25.25	13.11	18.89	8
CCO	200	no.imputation	THL	13.3	2.56	7	33	13	7	13	10.74	15.86	8
CCO	500	no.imputation	THL	20.8	3.38	7	40	23.5	13	27	17.42	24.18	8
CCO	1000	no.imputation	THL	23.3	3.7	0	33	27	20	33	19.6	27	8
CCO	2000	no.imputation	THL	28.7	3.57	7	47	30	21.75	33	25.13	32.27	8
CCO	3000	no.imputation	THL	29.9	4	13	53	30	20	33	25.9	33.9	8
CCO	4000	no.imputation	THL	28.22	3.62	13	53	27	27	27	24.6	31.84	8
CCO	5000	no.imputation	THL	28.7	2.42	20	40	27	21.75	33	26.28	31.12	8
CCO	6000	no.imputation	THL	32.1	2.36	20	40	30	27	40	29.74	34.46	8
CCO	7000	no.imputation	THL	36.6	3.19	20	53	33	33	45.25	33.41	39.79	8
CCO	8000	no.imputation	THL	43.3	2.89	33	60	43.5	34.75	47	40.41	46.19	8
CCO	9000	no.imputation	THL	46.1	1.85	33	53	47	47	47	44.25	47.95	8
CCO	10156	no.imputation	THL	47.4	2.32	33	60	47	47	51.5	45.08	49.72	8
RHO	100	no.imputation	THL	16.5	2.67	0	33	16.5	13	20	13.83	19.17	8
RHO	200	no.imputation	THL	14.7	2.79	0	27	13	8.5	20	11.91	17.49	8
RHO	500	no.imputation	THL	22	3.22	13	47	20	14.75	25.25	18.78	25.22	8
RHO	1000	no.imputation	THL	23.3	4.28	7	47	20	13	31.5	19.02	27.58	8
RHO	2000	no.imputation	THL	28	2.78	13	40	27	21.75	33	25.22	30.78	8
RHO	3000	no.imputation	THL	21.3	3.66	7	40	20	13	31.5	17.64	24.96	8
RHO	4000	no.imputation	THL	21.44	2.19	13	33	20	20	27	19.25	23.63	8
RHO	5000	no.imputation	THL	23.2	2.48	13	33	20	20	31.5	20.72	25.68	8
RHO	6000	no.imputation	THL	24	2.04	13	33	23.5	20	27	21.96	26.04	8
RHO	7000	no.imputation	THL	23.9	3.14	7	33	27	14.75	33	20.76	27.04	8
RHO	8000	no.imputation	THL	26.6	2.82	13	40	27	21.75	33	23.78	29.42	8
RHO	9000	no.imputation	THL	24.8	3.31	7	47	23.5	20	27	21.49	28.11	8
RHO	10156	no.imputation	THL	24.7	1.71	20	33	23.5	20	27	22.99	26.41	8
OVERALL	100	no.imputation	THL	15.95	1.3	8.6	22.5	16	13.55	19.4	14.65	17.25	8
OVERALL	200	no.imputation	THL	17.35	1.29	11.3	24.8	16.8	14	20	16.06	18.64	8
OVERALL	500	no.imputation	THL	21.3	1.89	13.3	30.6	22	15	25.75	19.41	23.19	8
OVERALL	1000	no.imputation	THL	23.85	2.81	10.1	35.4	23.3	16.4	33.05	21.04	26.66	8
OVERALL	2000	no.imputation	THL	26.33	3.09	8.7	42.7	28.7	18.65	32.3	23.24	29.42	8
OVERALL	3000	no.imputation	THL	26.68	3.87	8.7	50.5	24.5	17.4	34.6	22.81	30.55	8
OVERALL	4000	no.imputation	THL	27.13	3.81	8.89	48.11	24.33	18.95	37.77	23.32	30.94	8
OVERALL	5000	no.imputation	THL	29.93	4.44	10.7	58.1	28.1	21.25	41.65	25.49	34.37	8
OVERALL	6000	no.imputation	THL	29.87	4.5	7.5	58.6	29.3	19.55	40.3	25.37	34.37	8
OVERALL	7000	no.imputation	THL	30.83	5.06	4.2	64.7	30.5	21.65	39.6	25.77	35.89	8
OVERALL	8000	no.imputation	THL	31.45	4.91	4.8	62.8	33.2	20.65	41.35	26.54	36.36	8
OVERALL	9000	no.imputation	THL	31.75	5.05	5.5	61.5	34.5	21.4	42.35	26.7	36.8	8
OVERALL	10156	no.imputation	THL	32.08	4.8	5.5	57.3	37.3	21.35	41.4	27.28	36.88	8
TRI	100	no.imputation	THL	14.5	1.95	0	20	13	13	20	12.55	16.45	9
TRI	200	no.imputation	THL	14	2.53	0	27	13	8.5	20	11.47	16.53	9
TRI	500	no.imputation	THL	8.38	2.4	0	20	7	5.25	13	5.98	10.78	9
TRI	1000	no.imputation	THL	9.4	2.47	0	27	7	7	13	6.93	11.87	9
TRI	2000	no.imputation	THL	8.7	2.42	0	20	7	1.75	13	6.28	11.12	9
TRI	3000	no.imputation	THL	12.6	2.07	0	20	13	8.5	18.25	10.53	14.67	9
TRI	4000	no.imputation	THL	11.43	2.77	0	20	13	7	16.5	8.66	14.2	9
TRI	5000	no.imputation	THL	14	2.09	7	27	13	8.5	18.25	11.91	16.09	9
TRI	6000	no.imputation	THL	12.56	1.68	7	20	13	7	13	10.88	14.24	9
TRI	7000	no.imputation	THL	14.6	2.41	0	27	13	13	20	12.19	17.01	9
TRI	8000	no.imputation	THL	15.4	2.63	0	27	20	8.5	20	12.77	18.03	9
TRI	9000	no.imputation	THL	16.1	2.24	7	27	20	8.5	20	13.86	18.34	9
TRI	10156	no.imputation	THL	14.6	1.64	7	20	13	13	20	12.96	16.24	9
BON	100	no.imputation	THL	8	2.14	0	20	7	1.75	13	5.86	10.14	9
BON	200	no.imputation	THL	10	2.66	0	20	10	1.75	18.25	7.34	12.66	9
BON	500	no.imputation	THL	9	2.1	0	13	13	5.25	13	6.9	11.1	9
BON	1000	no.imputation	THL	7.5	1.15	0	13	7	7	7	6.35	8.65	9
BON	2000	no.imputation	THL	11.3	1.96	0	20	13	7	13	9.34	13.26	9
BON	3000	no.imputation	THL	11.4	1.67	7	20	10	7	13	9.73	13.07	9
BON	4000	no.imputation	THL	10.57	1.9	7	20	7	7	13	8.67	12.47	9
BON	5000	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	9
BON	6000	no.imputation	THL	13.22	1.53	7	20	13	13	13	11.69	14.75	9
BON	7000	no.imputation	THL	12.6	2.32	0	27	13	8.5	13	10.28	14.92	9
BON	8000	no.imputation	THL	13.8	1.19	7	20	13	13	13	12.61	14.99	9
BON	9000	no.imputation	THL	15.9	1.81	7	27	13	13	20	14.09	17.71	9
BON	10156	no.imputation	THL	14.6	1.94	7	27	13	13	18.25	12.66	16.54	9
GSL	100	no.imputation	THL	12.6	3.63	0	33	13	1.75	18.25	8.97	16.23	9
GSL	200	no.imputation	THL	14	3.85	0	33	10	7	20	10.15	17.85	9
GSL	500	no.imputation	THL	17.62	5.21	0	40	20	5.25	27	12.41	22.83	9
GSL	1000	no.imputation	THL	24.1	2.9	13	47	20	20	27	21.2	27	9
GSL	2000	no.imputation	THL	26.7	4.16	13	47	20	20	36.75	22.54	30.86	9
GSL	3000	no.imputation	THL	32.7	2.52	20	47	33	27	38.25	30.18	35.22	9
GSL	4000	no.imputation	THL	28.57	3.46	20	40	27	20	36.5	25.11	32.03	9
GSL	5000	no.imputation	THL	33.3	3.85	13	53	33	27	40	29.45	37.15	9
GSL	6000	no.imputation	THL	34	4.33	13	53	33	27	40	29.67	38.33	9
GSL	7000	no.imputation	THL	33.9	2.93	13	47	33	33	40	30.97	36.83	9
GSL	8000	no.imputation	THL	37.3	2.65	27	53	36.5	33	40	34.65	39.95	9
GSL	9000	no.imputation	THL	38	2.81	27	53	36.5	33	45.25	35.19	40.81	9
GSL	10156	no.imputation	THL	42	3.15	27	60	40	34.75	47	38.85	45.15	9
CAR	100	no.imputation	THL	12.6	1.83	7	27	13	8.5	13	10.77	14.43	9
CAR	200	no.imputation	THL	14.5	1.69	7	27	13	13	13	12.81	16.19	9
CAR	500	no.imputation	THL	15.12	3.03	7	27	13	7	21.75	12.09	18.15	9
CAR	1000	no.imputation	THL	20.1	3.83	7	40	20	8.5	27	16.27	23.93	9
CAR	2000	no.imputation	THL	26.8	4.25	7	47	27	16.5	31.5	22.55	31.05	9
CAR	3000	no.imputation	THL	33.5	3.89	13	47	33.5	27	45.25	29.61	37.39	9
CAR	4000	no.imputation	THL	35.29	5.19	20	53	33	23.5	47	30.1	40.48	9
CAR	5000	no.imputation	THL	40	5.18	20	67	43.5	23.25	51.5	34.82	45.18	9
CAR	6000	no.imputation	THL	43.78	5.12	20	67	47	33	53	38.66	48.9	9
CAR	7000	no.imputation	THL	37.2	4.37	13	60	40	33	40	32.83	41.57	9
CAR	8000	no.imputation	THL	36.6	4.59	20	60	33	28.5	43.5	32.01	41.19	9
CAR	9000	no.imputation	THL	37.3	3.64	20	60	33	33	45.25	33.66	40.94	9
CAR	10156	no.imputation	THL	41.4	4.16	27	60	40	28.5	51.5	37.24	45.56	9
BRA	100	no.imputation	THL	11.9	1.91	0	20	13	8.5	13	9.99	13.81	9
BRA	200	no.imputation	THL	8	2.57	0	20	7	0	13	5.43	10.57	9
BRA	500	no.imputation	THL	14	3.4	0	33	13	11.5	14.75	10.6	17.4	9
BRA	1000	no.imputation	THL	10	2.25	0	20	10	7	13	7.75	12.25	9
BRA	2000	no.imputation	THL	12	2.14	0	20	13	7	18.25	9.86	14.14	9
BRA	3000	no.imputation	THL	12	2.89	0	33	10	7	13	9.11	14.89	9
BRA	4000	no.imputation	THL	11.43	1.82	7	20	13	7	13	9.61	13.25	9
BRA	5000	no.imputation	THL	14.7	2.4	7	27	13	8.5	18.25	12.3	17.1	9
BRA	6000	no.imputation	THL	16.44	2.74	7	27	20	7	20	13.7	19.18	9
BRA	7000	no.imputation	THL	17.3	3.78	7	47	13	13	18.25	13.52	21.08	9
BRA	8000	no.imputation	THL	19.4	2.69	7	33	20	14.75	25.25	16.71	22.09	9
BRA	9000	no.imputation	THL	18.7	3.75	7	33	16.5	7	31.5	14.95	22.45	9
BRA	10156	no.imputation	THL	19.4	2.88	7	33	20	13	27	16.52	22.28	9
CAN	100	no.imputation	THL	10.7	3.12	0	33	7	7	13	7.58	13.82	9
CAN	200	no.imputation	THL	13.9	2.09	0	20	13	13	20	11.81	15.99	9
CAN	500	no.imputation	THL	12.5	2.32	7	27	13	7	13	10.18	14.82	9
CAN	1000	no.imputation	THL	9.3	1.99	0	20	10	7	13	7.31	11.29	9
CAN	2000	no.imputation	THL	9.3	1.99	0	20	10	7	13	7.31	11.29	9
CAN	3000	no.imputation	THL	11.2	2.21	0	20	13	8.5	13	8.99	13.41	9
CAN	4000	no.imputation	THL	9.57	2.41	0	20	7	7	13	7.16	11.98	9
CAN	5000	no.imputation	THL	6.7	1.68	0	13	7	1.75	11.5	5.02	8.38	9
CAN	6000	no.imputation	THL	6.67	2.46	0	20	7	0	13	4.21	9.13	9
CAN	7000	no.imputation	THL	6.8	2.43	0	20	7	0	7	4.37	9.23	9
CAN	8000	no.imputation	THL	6.1	1.53	0	13	7	1.75	7	4.57	7.63	9
CAN	9000	no.imputation	THL	4.1	1.48	0	13	3.5	0	7	2.62	5.58	9
CAN	10156	no.imputation	THL	3.5	1.17	0	7	3.5	0	7	2.33	4.67	9
SNS	100	no.imputation	THL	15.3	2.46	0	27	16.5	13	20	12.84	17.76	9
SNS	200	no.imputation	THL	14.6	1.64	7	20	13	13	20	12.96	16.24	9
SNS	500	no.imputation	THL	18.25	1.75	13	27	20	13	20	16.5	20	9
SNS	1000	no.imputation	THL	19.1	2.53	13	33	16.5	13	20	16.57	21.63	9
SNS	2000	no.imputation	THL	22.7	3	7	40	20	20	27	19.7	25.7	9
SNS	3000	no.imputation	THL	24.6	3.92	13	47	23.5	13	31.5	20.68	28.52	9
SNS	4000	no.imputation	THL	22.86	2.48	13	33	20	20	27	20.38	25.34	9
SNS	5000	no.imputation	THL	26.1	2.93	13	47	27	20	27	23.17	29.03	9
SNS	6000	no.imputation	THL	28.11	4.49	7	53	27	20	33	23.62	32.6	9
SNS	7000	no.imputation	THL	32	3.94	20	53	30	20	40	28.06	35.94	9
SNS	8000	no.imputation	THL	30.8	2.64	20	40	27	27	40	28.16	33.44	9
SNS	9000	no.imputation	THL	24	2.86	13	40	20	20	25.25	21.14	26.86	9
SNS	10156	no.imputation	THL	31.3	1.35	27	40	33	27	33	29.95	32.65	9
SEA	100	no.imputation	THL	34.7	3.3	13	47	36.5	28.5	40	31.4	38	9
SEA	200	no.imputation	THL	35.5	3.62	20	47	36.5	27	47	31.88	39.12	9
SEA	500	no.imputation	THL	37.5	3.75	20	53	40	31.5	41.75	33.75	41.25	9
SEA	1000	no.imputation	THL	40	3.71	20	60	40	34.75	45.25	36.29	43.71	9
SEA	2000	no.imputation	THL	35.2	3.89	13	60	33	33	38.25	31.31	39.09	9
SEA	3000	no.imputation	THL	37.4	4.79	20	67	33	27	40	32.61	42.19	9
SEA	4000	no.imputation	THL	40	4.62	20	60	40	36.5	43.5	35.38	44.62	9
SEA	5000	no.imputation	THL	44.6	4.43	20	73	43.5	40	51.5	40.17	49.03	9
SEA	6000	no.imputation	THL	47.44	5.68	27	80	47	33	53	41.76	53.12	9
SEA	7000	no.imputation	THL	51.4	3.26	40	73	47	47	58.25	48.14	54.66	9
SEA	8000	no.imputation	THL	51.3	3.17	33	67	53	47	58.25	48.13	54.47	9
SEA	9000	no.imputation	THL	56	4.75	33	80	50	47	69.75	51.25	60.75	9
SEA	10156	no.imputation	THL	59.4	3.61	47	80	60	48.5	65.25	55.79	63.01	9
BOO	100	no.imputation	THL	13.8	1.19	7	20	13	13	13	12.61	14.99	9
BOO	200	no.imputation	THL	16.5	2.49	7	33	13	13	18.25	14.01	18.99	9
BOO	500	no.imputation	THL	20	1.87	13	27	20	18.25	21.75	18.13	21.87	9
BOO	1000	no.imputation	THL	28.1	4.45	7	47	27	16.5	38.25	23.65	32.55	9
BOO	2000	no.imputation	THL	29.3	3.5	13	47	30	20	38.25	25.8	32.8	9
BOO	3000	no.imputation	THL	26	3.18	0	33	27	27	33	22.82	29.18	9
BOO	4000	no.imputation	THL	30.43	4.1	13	40	33	23.5	40	26.33	34.53	9
BOO	5000	no.imputation	THL	31.3	1.35	27	40	33	27	33	29.95	32.65	9
BOO	6000	no.imputation	THL	27.56	3.07	13	47	27	27	27	24.49	30.63	9
BOO	7000	no.imputation	THL	32.6	2.84	20	53	33	27	33	29.76	35.44	9
BOO	8000	no.imputation	THL	29.4	3.66	13	47	27	27	33	25.74	33.06	9
BOO	9000	no.imputation	THL	28.1	2.8	13	47	27	27	31.5	25.3	30.9	9
BOO	10156	no.imputation	THL	28.6	2.2	20	40	30	21.75	33	26.4	30.8	9
CCO	100	no.imputation	THL	17.2	3.29	0	33	16.5	13	20	13.91	20.49	9
CCO	200	no.imputation	THL	17.4	2.99	7	33	16.5	8.5	25.25	14.41	20.39	9
CCO	500	no.imputation	THL	18.38	3.93	7	40	16.5	11.5	21.75	14.45	22.31	9
CCO	1000	no.imputation	THL	17.9	2.45	7	33	16.5	13	20	15.45	20.35	9
CCO	2000	no.imputation	THL	21.8	3.43	7	33	20	13	33	18.37	25.23	9
CCO	3000	no.imputation	THL	28.1	2.8	13	47	27	27	31.5	25.3	30.9	9
CCO	4000	no.imputation	THL	35.29	3.81	20	47	33	30	43.5	31.48	39.1	9
CCO	5000	no.imputation	THL	27.9	3.94	7	47	33	20	33	23.96	31.84	9
CCO	6000	no.imputation	THL	32	4.41	7	47	33	27	40	27.59	36.41	9
CCO	7000	no.imputation	THL	36.8	3.36	20	47	40	30.25	45.25	33.44	40.16	9
CCO	8000	no.imputation	THL	36.7	2.89	20	47	36.5	33	45.25	33.81	39.59	9
CCO	9000	no.imputation	THL	39.4	3.67	20	60	40	33	47	35.73	43.07	9
CCO	10156	no.imputation	THL	40	3.85	20	60	40	33	47	36.15	43.85	9
RHO	100	no.imputation	THL	16.8	4.01	0	33	20	7	27	12.79	20.81	9
RHO	200	no.imputation	THL	21.3	3.11	7	40	20	14.75	25.25	18.19	24.41	9
RHO	500	no.imputation	THL	20.88	4.67	0	47	20	18.25	21.75	16.21	25.55	9
RHO	1000	no.imputation	THL	23.5	3.74	7	47	23.5	20	27	19.76	27.24	9
RHO	2000	no.imputation	THL	23.3	3.23	13	40	20	14.75	27	20.07	26.53	9
RHO	3000	no.imputation	THL	26.7	2.2	20	40	27	20	31.5	24.5	28.9	9
RHO	4000	no.imputation	THL	28.43	3.48	13	40	33	23.5	33	24.95	31.91	9
RHO	5000	no.imputation	THL	27.3	3.39	13	47	23.5	20	33	23.91	30.69	9
RHO	6000	no.imputation	THL	26.78	3.18	13	47	27	20	27	23.6	29.96	9
RHO	7000	no.imputation	THL	32.5	3.65	13	53	33	28.5	33	28.85	36.15	9
RHO	8000	no.imputation	THL	32.7	2.89	20	47	33	27	40	29.81	35.59	9
RHO	9000	no.imputation	THL	30.1	3.34	20	47	27	20	40	26.76	33.44	9
RHO	10156	no.imputation	THL	32.2	2.76	20	47	27	27	40	29.44	34.96	9
OVERALL	100	no.imputation	THL	15.28	2.1	8	34.7	13.8	12.25	16.05	13.18	17.38	9
OVERALL	200	no.imputation	THL	16.34	2.19	8	35.5	14.5	13.95	16.95	14.15	18.53	9
OVERALL	500	no.imputation	THL	17.42	2.37	8.38	37.5	17.62	13.25	19.19	15.05	19.79	9
OVERALL	1000	no.imputation	THL	19	2.97	7.5	40	19.1	9.7	23.8	16.03	21.97	9
OVERALL	2000	no.imputation	THL	20.65	2.71	8.7	35.2	22.7	11.65	26.75	17.94	23.36	9
OVERALL	3000	no.imputation	THL	23.29	2.96	11.2	37.4	26	12.3	30.4	20.33	26.25	9
OVERALL	4000	no.imputation	THL	23.99	3.44	9.57	40	28.43	11.43	32.86	20.55	27.43	9
OVERALL	5000	no.imputation	THL	25.08	3.72	6.7	44.6	27.3	14.35	32.3	21.36	28.8	9
OVERALL	6000	no.imputation	THL	26.23	3.92	6.67	47.44	27.56	14.83	33	22.31	30.15	9
OVERALL	7000	no.imputation	THL	27.97	4.03	6.8	51.4	32.5	15.95	35.35	23.94	32	9
OVERALL	8000	no.imputation	THL	28.14	3.96	6.1	51.3	30.8	17.4	36.65	24.18	32.1	9
OVERALL	9000	no.imputation	THL	27.97	4.33	4.1	56	28.1	17.4	37.65	23.64	32.3	9
OVERALL	10156	no.imputation	THL	29.73	4.8	3.5	59.4	31.3	17	40.7	24.93	34.53	9
TRI	100	no.imputation	THL	11.3	2.22	0	27	13	7	13	9.08	13.52	10
TRI	200	no.imputation	THL	12	1.61	7	20	13	7	13	10.39	13.61	10
TRI	500	no.imputation	THL	12.7	2.89	0	27	13	7	20	9.81	15.59	10
TRI	1000	no.imputation	THL	14	2.53	0	27	13	8.5	20	11.47	16.53	10
TRI	2000	no.imputation	THL	18	2.29	7	27	16.5	13	25.25	15.71	20.29	10
TRI	3000	no.imputation	THL	17.2	1.55	13	27	16.5	13	20	15.65	18.75	10
TRI	4000	no.imputation	THL	16.5	1.57	13	27	13	13	20	14.93	18.07	10
TRI	5000	no.imputation	THL	22.5	2.67	13	33	20	14.75	31.5	19.83	25.17	10
TRI	6000	no.imputation	THL	22.6	2.28	13	33	20	20	27	20.32	24.88	10
TRI	7000	no.imputation	THL	23.9	3.04	13	40	23.5	14.75	31.5	20.86	26.94	10
TRI	8000	no.imputation	THL	21.4	2.39	7	33	20	20	27	19.01	23.79	10
TRI	9000	no.imputation	THL	22.6	2.8	7	33	20	20	31.5	19.8	25.4	10
TRI	10156	no.imputation	THL	23.3	3.32	7	40	23.5	14.75	31.5	19.98	26.62	10
BON	100	no.imputation	THL	14	2.65	7	33	13	7	18.25	11.35	16.65	10
BON	200	no.imputation	THL	11.3	1.35	7	20	13	7	13	9.95	12.65	10
BON	500	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	10
BON	1000	no.imputation	THL	6.1	2.73	0	27	3.5	0	7	3.37	8.83	10
BON	2000	no.imputation	THL	6.6	1.94	0	13	7	0	13	4.66	8.54	10
BON	3000	no.imputation	THL	9.2	2.64	0	20	13	0	13	6.56	11.84	10
BON	4000	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	10
BON	5000	no.imputation	THL	8.7	1.35	0	13	7	7	13	7.35	10.05	10
BON	6000	no.imputation	THL	12.2	2.37	7	27	7	7	18.25	9.83	14.57	10
BON	7000	no.imputation	THL	9.5	1.41	7	20	7	7	11.5	8.09	10.91	10
BON	8000	no.imputation	THL	11.4	1.97	7	27	10	7	13	9.43	13.37	10
BON	9000	no.imputation	THL	12	1.61	7	20	13	7	13	10.39	13.61	10
BON	10156	no.imputation	THL	16	2.04	7	27	16.5	13	20	13.96	18.04	10
GSL	100	no.imputation	THL	16	2.7	0	27	16.5	13	20	13.3	18.7	10
GSL	200	no.imputation	THL	21.2	3.97	7	40	13	13	31.5	17.23	25.17	10
GSL	500	no.imputation	THL	20.7	3.09	0	33	23.5	14.75	27	17.61	23.79	10
GSL	1000	no.imputation	THL	19.2	2.88	7	33	16.5	13	25.25	16.32	22.08	10
GSL	2000	no.imputation	THL	22.6	2.88	13	40	20	14.75	27	19.72	25.48	10
GSL	3000	no.imputation	THL	21.3	2.76	7	33	20	14.75	27	18.54	24.06	10
GSL	4000	no.imputation	THL	24.6	3.5	13	47	23.5	14.75	31.5	21.1	28.1	10
GSL	5000	no.imputation	THL	17.3	2.08	7	27	16.5	13	20	15.22	19.38	10
GSL	6000	no.imputation	THL	18	2.52	7	27	13	13	27	15.48	20.52	10
GSL	7000	no.imputation	THL	20.7	2.53	7	33	20	14.75	27	18.17	23.23	10
GSL	8000	no.imputation	THL	22.7	1.8	13	33	20	20	27	20.9	24.5	10
GSL	9000	no.imputation	THL	22	1.75	13	33	20	20	25.25	20.25	23.75	10
GSL	10156	no.imputation	THL	26.8	1.98	20	40	27	21.75	27	24.82	28.78	10
CAR	100	no.imputation	THL	10	2.97	0	33	7	7	13	7.03	12.97	10
CAR	200	no.imputation	THL	12.7	1.8	7	20	13	7	18.25	10.9	14.5	10
CAR	500	no.imputation	THL	26.6	4.42	7	53	27	14.75	33	22.18	31.02	10
CAR	1000	no.imputation	THL	26.7	3.33	13	47	23.5	20	31.5	23.37	30.03	10
CAR	2000	no.imputation	THL	30	2.86	20	47	30	21.75	33	27.14	32.86	10
CAR	3000	no.imputation	THL	32	3.29	13	47	33	27	40	28.71	35.29	10
CAR	4000	no.imputation	THL	45.4	3.4	27	60	47	40	51.5	42	48.8	10
CAR	5000	no.imputation	THL	40.6	2.88	27	53	40	33	47	37.72	43.48	10
CAR	6000	no.imputation	THL	44.1	4.11	27	67	40	40	51.5	39.99	48.21	10
CAR	7000	no.imputation	THL	47.9	3.8	33	73	43.5	40	53	44.1	51.7	10
CAR	8000	no.imputation	THL	48	3.58	33	67	43.5	40	58.25	44.42	51.58	10
CAR	9000	no.imputation	THL	51.4	3.7	40	80	47	47	53	47.7	55.1	10
CAR	10156	no.imputation	THL	52.1	3.53	33	73	47	47	60	48.57	55.63	10
BRA	100	no.imputation	THL	7.5	2.91	0	27	7	0	7	4.59	10.41	10
BRA	200	no.imputation	THL	6	1.81	0	13	7	0	11.5	4.19	7.81	10
BRA	500	no.imputation	THL	15.3	2.46	0	27	16.5	13	20	12.84	17.76	10
BRA	1000	no.imputation	THL	14.1	2.52	7	27	13	7	18.25	11.58	16.62	10
BRA	2000	no.imputation	THL	14	3.01	0	33	13	7	20	10.99	17.01	10
BRA	3000	no.imputation	THL	18.6	2.39	7	33	20	13	20	16.21	20.99	10
BRA	4000	no.imputation	THL	18.6	2.03	13	27	16.5	13	25.25	16.57	20.63	10
BRA	5000	no.imputation	THL	17.2	3.29	0	33	16.5	13	20	13.91	20.49	10
BRA	6000	no.imputation	THL	17.8	3.69	0	33	13	13	29.75	14.11	21.49	10
BRA	7000	no.imputation	THL	20.6	3.22	0	33	20	14.75	27	17.38	23.82	10
BRA	8000	no.imputation	THL	18.6	2.39	7	33	20	13	20	16.21	20.99	10
BRA	9000	no.imputation	THL	17.9	2.83	0	33	20	13	20	15.07	20.73	10
BRA	10156	no.imputation	THL	18	2.49	0	27	20	14.75	20	15.51	20.49	10
CAN	100	no.imputation	THL	12.7	2.52	0	27	13	7	18.25	10.18	15.22	10
CAN	200	no.imputation	THL	14.7	3.53	0	33	16.5	7	20	11.17	18.23	10
CAN	500	no.imputation	THL	17.2	3.45	7	40	13	13	18.25	13.75	20.65	10
CAN	1000	no.imputation	THL	12.7	3.07	0	27	13	7	18.25	9.63	15.77	10
CAN	2000	no.imputation	THL	8.6	2.2	0	20	10	1.75	13	6.4	10.8	10
CAN	3000	no.imputation	THL	8	2.14	0	20	7	1.75	13	5.86	10.14	10
CAN	4000	no.imputation	THL	9.3	1.99	0	20	10	7	13	7.31	11.29	10
CAN	5000	no.imputation	THL	9.3	1.99	0	20	10	7	13	7.31	11.29	10
CAN	6000	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	10
CAN	7000	no.imputation	THL	11.4	1.97	7	27	10	7	13	9.43	13.37	10
CAN	8000	no.imputation	THL	10.9	2.24	7	27	7	7	11.5	8.66	13.14	10
CAN	9000	no.imputation	THL	10.7	2.25	0	27	10	7	13	8.45	12.95	10
CAN	10156	no.imputation	THL	12.7	2.08	7	27	13	7	13	10.62	14.78	10
SNS	100	no.imputation	THL	13.3	1.98	7	27	13	8.5	13	11.32	15.28	10
SNS	200	no.imputation	THL	15.4	2.94	7	33	13	7	20	12.46	18.34	10
SNS	500	no.imputation	THL	14.6	2.41	0	27	13	13	20	12.19	17.01	10
SNS	1000	no.imputation	THL	19.3	2.74	7	33	16.5	13	27	16.56	22.04	10
SNS	2000	no.imputation	THL	18	4.15	0	47	13	13	25.25	13.85	22.15	10
SNS	3000	no.imputation	THL	20.8	3.06	7	33	27	13	27	17.74	23.86	10
SNS	4000	no.imputation	THL	21.4	3.25	7	33	27	13	27	18.15	24.65	10
SNS	5000	no.imputation	THL	26	4.16	0	40	27	20	38.25	21.84	30.16	10
SNS	6000	no.imputation	THL	26	3.18	7	40	27	21.75	33	22.82	29.18	10
SNS	7000	no.imputation	THL	24.1	3.33	7	47	20	20	27	20.77	27.43	10
SNS	8000	no.imputation	THL	25.3	4.16	7	53	27	14.75	31.5	21.14	29.46	10
SNS	9000	no.imputation	THL	25.2	3.13	13	40	27	14.75	33	22.07	28.33	10
SNS	10156	no.imputation	THL	17.9	1.82	13	27	16.5	13	20	16.08	19.72	10
SEA	100	no.imputation	THL	32.1	3.29	13	47	30	27	38.25	28.81	35.39	10
SEA	200	no.imputation	THL	32	1.61	27	40	33	27	33	30.39	33.61	10
SEA	500	no.imputation	THL	35.5	3.16	20	47	36.5	27	45.25	32.34	38.66	10
SEA	1000	no.imputation	THL	42.2	3.69	27	60	47	30.25	47	38.51	45.89	10
SEA	2000	no.imputation	THL	40.8	3.21	27	60	40	34.75	47	37.59	44.01	10
SEA	3000	no.imputation	THL	33.9	3.18	20	53	33	28.5	40	30.72	37.08	10
SEA	4000	no.imputation	THL	32.7	3.76	20	53	30	21.75	40	28.94	36.46	10
SEA	5000	no.imputation	THL	34.7	4.74	13	60	30	27	45.25	29.96	39.44	10
SEA	6000	no.imputation	THL	30.5	3.2	13	40	33	28.5	38.25	27.3	33.7	10
SEA	7000	no.imputation	THL	29.4	3.79	13	47	27	20	38.25	25.61	33.19	10
SEA	8000	no.imputation	THL	32.1	3.12	20	47	30	27	38.25	28.98	35.22	10
SEA	9000	no.imputation	THL	33.3	2.44	20	47	33	28.5	38.25	30.86	35.74	10
SEA	10156	no.imputation	THL	29.5	2.67	20	47	27	27	31.5	26.83	32.17	10
BOO	100	no.imputation	THL	17.4	2.5	7	27	16.5	13	25.25	14.9	19.9	10
BOO	200	no.imputation	THL	24.6	4.83	0	53	27	14.75	33	19.77	29.43	10
BOO	500	no.imputation	THL	30.6	4.6	13	53	30	16.5	40	26	35.2	10
BOO	1000	no.imputation	THL	30	3.19	20	47	30	20	38.25	26.81	33.19	10
